TRANSACTION_ID,TRANSACTION_DATE,TRANSACTION_AMOUNT,CATEGORY,STATUS,SENDER_ID,RECEIVER_ID,RISK_SCORE,PAYMENT_NODE
c2bfa6a1-dee9-476c-9c11-36e352a7c0b9,2023-11-12,0.91,Savings,Failed,1886151,1534352,5,PAY_IT_02
1b5963e4-56af-4610-ac1e-82d3cb0c232d,2023-11-01,0.33,Clothing,Refunded,1035989,1789526,7,PAY_IT_02
443a7a2f-cc96-4ac2-b4f9-7dd3f9a3a2ce,2023-11-11,0.96,Utilities,Processing,1790284,1106730,4,PAY_NL_03
e1cac71a-f35e-473d-8ef9-6a17bb193c79,2023-11-08,0.01,Utilities,Refunded,1821931,1479457,6,PAY_NL_03
4b15d850-5914-46fa-b503-7712796d0877,2023-11-13,0.16,Savings,Completed,1040372,1723070,3,PAY_NL_03
32f4785e-755f-444e-a04e-96804eb3d80f,2023-11-01,0.63,Savings,Pending,1928682,1486037,3,PAY_GB_01
766d2307-ecb1-4220-80bc-ba445b2a232b,2023-11-12,0.86,Entertainment,Refunded,1989982,1291588,4,PAY_IT_02
df65d86d-7673-4d41-806d-cfb7c6560a56,2023-11-02,0.74,Savings,Cancelled,1191092,1995146,7,PAY_GB_01
cb0c72a6-dd40-490e-86cf-a4471d235e96,2023-11-08,0.22,Education,Cancelled,1731883,1365885,9,PAY_NL_03
36db8294-9837-4d3f-8e5c-1abab128573f,2023-10-30,0.02,Clothing,Cancelled,1456240,1448288,6,PAY_IT_02
9eee013a-3373-47ef-a53a-c4b7f8da0215,2023-11-06,0.08,Healthcare,Failed,1945789,1941660,10,PAY_GB_01
4ad98add-409a-41ca-90fd-9ff2f8b03cad,2023-11-13,0.74,Transportation,Refunded,1636709,1165299,9,PAY_IT_02
a040b6bf-9b67-4e8d-961c-9a5a2f06eb07,2023-11-12,0.71,Clothing,Reversed,1387991,1657028,10,PAY_GB_01
a1b1dc8e-9da8-4be9-a55b-36fe64dfa297,2023-11-01,0.2,Entertainment,Processing,1976216,1952059,3,PAY_NL_03
b47764c7-aa16-400f-8513-f58e30927bd0,2023-11-06,0.44,Debt Repayment,Processing,1511751,1074932,10,PAY_GB_01
a4133c2d-7ebf-47ef-846e-9e1347d49eab,2023-11-12,0.76,Savings,Reversed,1383496,1014778,9,PAY_NL_03
d47079ff-8f83-446b-9ba1-5c86383c5603,2023-11-09,0.83,Savings,Completed,1253565,1580838,6,PAY_GB_01
819bc77e-5116-4f28-9e43-05f5ac59c573,2023-11-02,0.02,Groceries,Completed,1901354,1381243,4,PAY_NL_03
158e729f-25e0-4256-9221-e8f3fcba07cd,2023-10-30,0.34,Healthcare,Completed,1187515,1896031,8,PAY_GB_01
62c82f93-9256-4c93-9627-18935e7337f1,2023-11-02,0.74,Entertainment,Cancelled,1687457,1908098,5,PAY_IT_02
02f139cd-c50a-4c7f-ac67-6ebb504d3821,2023-11-04,0.91,Clothing,Refunded,1571463,1305611,5,PAY_NL_03
fcc9b861-1855-41c7-aefd-de24a9aa0541,2023-11-02,0.73,Groceries,Pending,1292154,1747603,4,PAY_GB_01
70eba773-727d-4aef-b9f1-f593e782a92f,2023-11-12,0.09,Clothing,Authorized,1341781,1820490,9,PAY_IT_02
689d4e13-4b90-4575-a69a-48c5b589b557,2023-11-08,0.63,Entertainment,Failed,1254957,1437706,3,PAY_IT_02
f73a8e81-5252-43ef-b866-9c6722b11366,2023-11-03,0.99,Groceries,Refunded,1219786,1238643,7,PAY_IT_02
84136545-3d93-4e31-9730-37c0267996fa,2023-11-07,0.15,Clothing,Cancelled,1646621,1347334,9,PAY_NL_03
782762bf-0066-425a-adf3-e428cfa03d95,2023-11-12,0.12,Utilities,Completed,1271200,1888231,10,PAY_IT_02
d4db0370-a440-42b4-b11b-cf58c11159a7,2023-11-11,0.85,Savings,Failed,1715586,1566740,1,PAY_IT_02
92692d27-f18d-42fc-ba49-fe08c8c33933,2023-11-06,0.36,Transportation,Completed,1545940,1703841,8,PAY_GB_01
74d63f1c-9a5e-4d1c-b9c6-26dfc51c0d82,2023-11-05,0.5,Debt Repayment,Failed,1056450,1063013,10,PAY_GB_01
2443bfba-55e8-4d37-98da-dfe886283273,2023-11-10,0.72,Debt Repayment,Failed,1101459,1936974,5,PAY_NL_03
d5823072-8d04-4ff9-ae12-9dfac87cbdd6,2023-11-08,0.86,Debt Repayment,Failed,1319869,1234806,3,PAY_NL_03
7ed2a2aa-6930-466b-ba18-96ff80be3686,2023-10-30,0.41,Entertainment,Failed,1232383,1075157,3,PAY_GB_01
c4eede6d-f10a-47f1-b8ab-0b3232ff59b4,2023-11-04,0.09,Entertainment,Cancelled,1967464,1220774,7,PAY_GB_01
19e31ead-267b-499c-8e52-d3932b86300e,2023-11-06,0.56,Transportation,Refunded,1370426,1748336,4,PAY_IT_02
a84b551a-d68c-4c4c-9439-afb3033a1dcf,2023-11-03,0.1,Healthcare,Pending,1167276,1074746,7,PAY_IT_02
ca582ae5-d4ee-4927-b669-907fd226ef6a,2023-11-01,0.28,Savings,Cancelled,1150749,1229040,1,PAY_GB_01
6b1541b8-3135-40cf-a655-35bf21291c80,2023-11-01,0.97,Healthcare,Reversed,1511962,1752583,3,PAY_GB_01
d7953db8-bb1a-4e46-94e9-87381ec26d6a,2023-10-31,0.48,Housing,Completed,1995097,1985297,1,PAY_GB_01
a2a81926-d6e3-471b-9015-8acb116d557a,2023-10-31,0.11,Groceries,Refunded,1588114,1374796,8,PAY_NL_03
f6260b29-f12e-4bc6-97fb-9f0b98cd06a4,2023-11-07,0.94,Healthcare,Refunded,1902265,1531218,5,PAY_GB_01
5b722867-b568-446b-9b95-d2450b775d04,2023-11-13,0.78,Education,Failed,1697318,1477326,7,PAY_NL_03
7f711302-91a6-446f-bd52-f7b0a6e35d61,2023-11-09,0.84,Savings,Processing,1151990,1277133,2,PAY_GB_01
778934eb-a424-47c3-a3e1-79f800817db4,2023-10-30,1.0,Clothing,Cancelled,1013714,1191143,5,PAY_GB_01
469bf0cd-896d-412a-89bc-14d58448bebe,2023-11-01,0.4,Savings,Processing,1681859,1665306,1,PAY_NL_03
aec864e9-8a91-494e-ab9f-ca5159b78db8,2023-10-30,0.27,Healthcare,Processing,1971819,1811624,7,PAY_NL_03
dafd655c-4a65-4baa-bc3a-29e173ae6f64,2023-10-31,0.46,Housing,Failed,1112483,1833195,7,PAY_NL_03
4fa83eb2-2689-4ec1-8b18-594a7c7f07f6,2023-11-03,0.56,Healthcare,Authorized,1866067,1875530,4,PAY_GB_01
d1767cef-f36f-4dd0-8794-171c47ad324d,2023-11-11,0.92,Transportation,Completed,1404034,1122739,2,PAY_NL_03
0ba7dbd4-9bf6-4f4a-95a4-3f4bac4606bc,2023-11-08,0.83,Savings,Reversed,1332406,1443631,6,PAY_NL_03
423827e0-f4f7-4e4e-9ab3-3206ee75556d,2023-11-07,0.84,Healthcare,Reversed,1992410,1336015,10,PAY_IT_02
6685ef78-6472-4139-9f75-f85990e9efb7,2023-11-02,0.38,Entertainment,Failed,1731025,1445697,10,PAY_GB_01
d25d5cd8-db33-4a7a-89ee-cc29dafebe18,2023-11-04,0.98,Debt Repayment,Pending,1404104,1613666,10,PAY_NL_03
0309057e-3c41-4c58-8a9c-5d0175821a3a,2023-11-10,0.58,Clothing,Refunded,1557536,1388403,4,PAY_NL_03
17ffebf5-670b-458f-8d85-0a1469a209fe,2023-11-05,0.06,Debt Repayment,Completed,1568855,1678288,2,PAY_IT_02
a3d24270-452d-48fe-a4ac-2c880da7fbbb,2023-11-06,0.85,Housing,Failed,1055971,1740317,6,PAY_GB_01
3419e11f-779c-4264-a9f3-24c5ec793ca2,2023-11-04,0.41,Transportation,Refunded,1756492,1652632,4,PAY_NL_03
6bc59bd0-ebdd-4dbf-87ea-bee424e49217,2023-10-31,0.5,Transportation,Processing,1400661,1108122,5,PAY_GB_01
9959f70e-6418-43aa-8467-d33f407f1afb,2023-11-05,0.84,Housing,Failed,1114128,1961367,4,PAY_GB_01
57896270-573f-45da-a0c0-9539ac4dca4b,2023-11-06,0.61,Healthcare,Pending,1863635,1390775,1,PAY_IT_02
94b64956-ebd2-4680-8658-615fc1dae3a7,2023-11-02,0.01,Groceries,Processing,1879174,1342105,1,PAY_IT_02
dc0ec3c3-ad6e-4e97-9c8f-85945ecd7088,2023-11-01,0.91,Entertainment,Authorized,1709160,1170060,9,PAY_NL_03
6e3bb8bb-2e59-4ebc-a2e0-4929e46efa3b,2023-11-05,0.36,Clothing,Authorized,1840717,1799495,1,PAY_NL_03
d32b6c71-5904-410c-9f7f-72b26afdc02d,2023-11-13,0.29,Clothing,Completed,1036293,1496990,3,PAY_NL_03
440e22fd-c2bf-4c12-b0a4-e208c878cc58,2023-10-31,0.12,Savings,Processing,1818580,1814904,1,PAY_IT_02
448c3c98-0c63-4181-8240-51ae8ba2b09f,2023-11-01,0.83,Entertainment,Processing,1434161,1406479,8,PAY_NL_03
93aec266-83a3-4a68-ad9e-79f4c0358b6a,2023-11-05,0.54,Utilities,Authorized,1552992,1478974,8,PAY_GB_01
04d95e9e-8135-49ee-b26d-430635bf35e2,2023-11-13,0.56,Debt Repayment,Refunded,1308912,1212173,2,PAY_IT_02
24e31989-f866-4f9c-a4fa-a9d26e1bb3ea,2023-11-07,0.33,Groceries,Authorized,1526820,1903487,3,PAY_IT_02
7a1e62d1-440b-4e82-ae6e-f439dae15be2,2023-10-30,0.9,Utilities,Completed,1996136,1716593,8,PAY_NL_03
1131fdf8-a8ad-444b-9c56-b49fe7a8bbc4,2023-11-06,0.89,Housing,Failed,1770585,1999268,2,PAY_NL_03
fad64475-ba58-41f5-8051-f108899465c4,2023-11-04,0.62,Entertainment,Failed,1036728,1382489,6,PAY_IT_02
4a381355-ac4c-406a-b5ca-099fbb3c1d15,2023-11-09,0.3,Education,Cancelled,1173586,1918409,7,PAY_NL_03
496e408e-a63d-49e3-8af9-8e4d3883ff2d,2023-11-06,0.66,Debt Repayment,Failed,1539460,1320543,6,PAY_IT_02
8348db88-8d08-4845-8182-9d12d60b3e32,2023-10-31,0.94,Clothing,Processing,1739486,1842457,3,PAY_IT_02
821eabc9-32c5-42cb-a03a-afa2ccb091c3,2023-11-03,0.92,Entertainment,Processing,1297104,1553517,6,PAY_GB_01
af81375d-8d39-4525-8dac-80dfac7deecb,2023-11-05,0.41,Utilities,Processing,1978556,1994974,3,PAY_GB_01
45dbb4eb-8f56-4b6b-86d8-e67958b66c86,2023-11-11,0.91,Savings,Failed,1266934,1011221,8,PAY_IT_02
c040f600-3f0a-4885-8c4b-0282aed0933d,2023-11-04,0.3,Housing,Cancelled,1033204,1184947,4,PAY_NL_03
091de284-91a7-4cca-9d6e-b29fe7f583f2,2023-10-31,0.52,Utilities,Processing,1258449,1569681,3,PAY_IT_02
968b4d1e-7734-4d7b-816e-d254244d62ff,2023-11-06,0.82,Clothing,Pending,1135361,1358119,6,PAY_NL_03
e8992889-6102-4c37-958d-79850c034929,2023-11-09,0.5,Clothing,Processing,1337221,1138897,4,PAY_GB_01
776d15da-8197-4f7e-964a-cdafed37627e,2023-11-08,0.91,Transportation,Refunded,1393795,1176621,5,PAY_NL_03
b664da4d-27ed-4e5c-b10f-e68f304c5ee4,2023-11-08,0.11,Transportation,Failed,1965005,1822614,4,PAY_NL_03
b757889f-b4fe-4b80-a2ab-5b641349954a,2023-11-09,0.16,Transportation,Failed,1397737,1350148,4,PAY_IT_02
a7e29c13-8fbc-44bb-8cb8-c091be140c24,2023-11-08,0.77,Entertainment,Refunded,1547493,1708921,4,PAY_NL_03
76402c07-fc73-4148-b76c-a13334204680,2023-11-04,0.02,Transportation,Failed,1834136,1210963,3,PAY_GB_01
9c1fff23-9d5c-4e71-8f46-4fb5797c5717,2023-11-07,0.89,Entertainment,Authorized,1976942,1897757,1,PAY_NL_03
76e15956-420e-4412-a580-5b39676e16ea,2023-11-02,0.16,Entertainment,Authorized,1576534,1829891,4,PAY_NL_03
74724f8a-7c30-4822-ab85-7316bbb5c71c,2023-11-06,0.16,Groceries,Refunded,1570905,1600944,1,PAY_GB_01
e000600d-bab6-4bff-9821-072f9c030a2f,2023-10-30,0.67,Savings,Cancelled,1916442,1294021,8,PAY_IT_02
369c7030-da17-40a5-a362-adc2a6ddf9be,2023-11-10,0.22,Debt Repayment,Failed,1734910,1308551,1,PAY_GB_01
46be51dd-f1a7-4a07-8764-3fc0fe3df39e,2023-11-03,0.75,Education,Pending,1948419,1127969,8,PAY_IT_02
37f7002e-3eca-44f4-be68-e3d4657caaee,2023-11-10,0.18,Clothing,Failed,1196438,1054481,8,PAY_NL_03
c7a81d30-e5dd-4440-becb-55a8a3656897,2023-11-05,0.73,Utilities,Refunded,1463087,1890672,7,PAY_IT_02
dd032a5f-d090-40c5-86f1-38eff60dfa3d,2023-11-07,0.6,Entertainment,Authorized,1991488,1596476,10,PAY_IT_02
2176025b-ac54-455f-a941-f5c1d33917e6,2023-11-09,0.1,Education,Authorized,1488623,1443999,7,PAY_GB_01
8197812f-4cb2-4200-bac1-7aa9cce2bc99,2023-11-05,0.58,Savings,Reversed,1571365,1540858,5,PAY_IT_02
f0b4d56d-0c9e-4acc-9aa7-dcf2a059b222,2023-11-06,0.93,Education,Reversed,1018052,1723754,7,PAY_NL_03
aa7bf004-6299-4df9-8d84-e73776630b64,2023-11-09,0.38,Education,Refunded,1145017,1671232,1,PAY_GB_01
5305a051-1059-4564-8054-4786f8dab98e,2023-11-05,0.03,Entertainment,Authorized,1328792,1554116,5,PAY_IT_02
2e66aed0-f4cd-4258-a6cb-370057e0736a,2023-11-13,0.35,Housing,Cancelled,1093176,1030564,6,PAY_NL_03
ae5ff37f-d39a-42e1-8036-f8bbb311d029,2023-11-04,0.45,Healthcare,Reversed,1176929,1393650,8,PAY_GB_01
fbd90d3b-613e-4970-9264-0e7a828186bd,2023-11-08,0.82,Debt Repayment,Refunded,1902327,1863850,5,PAY_NL_03
9b9650d2-9acf-4dd6-aed2-858cd9db5dfa,2023-11-05,0.86,Savings,Pending,1141066,1153687,6,PAY_IT_02
b5effcf3-1d2c-4a75-83e7-cd3cda67f19e,2023-10-30,0.8,Healthcare,Refunded,1069106,1113703,9,PAY_NL_03
10b14f86-e1bb-428c-aee5-a2cd0d700ff0,2023-10-30,0.59,Transportation,Processing,1729367,1777222,7,PAY_NL_03
27411348-445f-4961-b043-789086448701,2023-11-03,0.41,Entertainment,Processing,1939896,1199931,9,PAY_GB_01
aac5bafc-9adc-4550-9b81-54f1068b82b8,2023-11-05,0.62,Transportation,Refunded,1018670,1221800,6,PAY_NL_03
d0c4a296-bac9-4a7f-b472-7e1e78bd9a5a,2023-11-12,0.5,Debt Repayment,Processing,1408617,1180588,3,PAY_GB_01
3ff98615-01be-4a92-82ec-6f7f14a74f0f,2023-11-09,0.57,Debt Repayment,Pending,1463295,1375376,5,PAY_IT_02
e04fe041-eee6-4cbf-a45f-de23e582d519,2023-10-30,0.63,Debt Repayment,Refunded,1371156,1672449,8,PAY_IT_02
1ce408a3-ed0f-4ace-a9e6-2d45fb5f5e94,2023-11-08,0.3,Entertainment,Authorized,1348970,1467059,8,PAY_IT_02
766e2c12-584f-490d-99c6-136a66d436b4,2023-11-07,1.0,Healthcare,Failed,1914540,1855415,1,PAY_NL_03
f6ecf2c1-fbc2-4050-a19a-1ed739dac8fb,2023-11-09,0.6,Healthcare,Completed,1067387,1300176,4,PAY_GB_01
1189fcc6-a08f-4d98-935a-bf0594632131,2023-10-30,0.85,Debt Repayment,Refunded,1267815,1660940,10,PAY_NL_03
5110627a-9b62-4d37-8645-999eebcd7006,2023-11-03,0.39,Groceries,Processing,1445249,1136780,7,PAY_NL_03
540c2298-2c6f-45dd-b444-0259501e3ba0,2023-10-30,0.27,Housing,Processing,1057609,1413377,5,PAY_NL_03
837299f9-472d-4c15-8890-e4434e39d551,2023-11-13,0.93,Debt Repayment,Failed,1799340,1806172,1,PAY_IT_02
196c292c-c5b0-4d89-a19f-efae501614ff,2023-11-11,0.21,Debt Repayment,Refunded,1965416,1297649,2,PAY_NL_03
eb149d00-a39f-4b6a-807b-d00d206a8052,2023-11-04,0.93,Entertainment,Failed,1529729,1041849,8,PAY_NL_03
1ff7a100-ae46-4212-8c46-b5c7e207f6d7,2023-11-11,0.25,Transportation,Completed,1899860,1057273,2,PAY_IT_02
c0977c22-4858-4d06-93ab-76abe5a9e45d,2023-11-08,0.84,Utilities,Cancelled,1535488,1598923,8,PAY_IT_02
71f905be-bdff-404b-ad07-14fd6a6a5737,2023-11-10,1.0,Entertainment,Reversed,1390536,1863734,3,PAY_GB_01
46a30d1c-f1dc-4c60-b6d6-f4140ff912c7,2023-11-01,0.4,Entertainment,Completed,1061998,1931446,4,PAY_IT_02
92a0df68-9fcf-4095-b57c-8729c1402687,2023-11-01,0.35,Debt Repayment,Authorized,1002072,1202207,1,PAY_GB_01
86f9dad7-e5e6-4274-90b8-181f2309ff46,2023-11-06,0.54,Healthcare,Authorized,1693105,1644574,2,PAY_GB_01
da00943b-1388-462c-a66a-be9837618e74,2023-11-12,0.55,Debt Repayment,Failed,1073635,1617028,7,PAY_GB_01
9306c408-32c3-4d51-969d-cd9fff2b5def,2023-11-10,0.24,Groceries,Failed,1023550,1676205,10,PAY_IT_02
3219c65d-2036-4fdd-849b-2d90c571783a,2023-11-05,0.64,Housing,Reversed,1240413,1082735,6,PAY_IT_02
6182253b-e1b5-4984-8567-5981bf9b89af,2023-11-11,0.37,Savings,Authorized,1348181,1586110,3,PAY_IT_02
3deaec0e-7faa-4721-9ea7-c703109b9260,2023-11-06,0.29,Utilities,Reversed,1718107,1544438,8,PAY_GB_01
1375a84c-0bcb-4a79-94a4-ecc88f27395d,2023-10-30,0.2,Healthcare,Completed,1494076,1435033,2,PAY_GB_01
85acf5c9-f929-4edb-82f1-9ed321a4b103,2023-11-02,0.49,Savings,Refunded,1687323,1900106,7,PAY_IT_02
4fcd07fe-e2c8-44ed-b9c7-504cccf4edcb,2023-11-03,0.19,Clothing,Authorized,1251890,1297868,3,PAY_IT_02
000cda89-05d1-44c4-9a5a-d6665b4c4fbc,2023-11-05,0.95,Utilities,Cancelled,1298963,1721052,3,PAY_NL_03
9de53289-484e-4f80-8afc-9c261b24958b,2023-11-08,0.33,Groceries,Reversed,1777778,1281373,1,PAY_GB_01
e88fd6f7-f4cb-4ea1-981b-6f55458426db,2023-11-11,0.45,Utilities,Cancelled,1565422,1526872,4,PAY_IT_02
96313dd5-4a13-4b76-aed5-9eedda38d2e3,2023-11-01,0.42,Utilities,Refunded,1360726,1103810,6,PAY_NL_03
ddf563f6-c2a2-4cf4-98d6-d1de9f5b55a4,2023-10-31,0.87,Savings,Reversed,1426215,1453076,2,PAY_NL_03
268467b7-d638-45d2-9a93-49eeab29b746,2023-11-13,0.1,Clothing,Authorized,1073436,1306373,5,PAY_GB_01
81ffc656-c3a2-4642-8e05-44f0ead81135,2023-11-05,0.56,Savings,Failed,1171872,1782882,7,PAY_IT_02
1ab7385b-fcf5-4e72-86cc-ca0daa89aa39,2023-10-30,0.33,Healthcare,Completed,1875403,1196387,9,PAY_IT_02
0d4be66f-2ab6-45b8-beca-e0a2d33b757a,2023-11-06,0.58,Entertainment,Pending,1599746,1562447,7,PAY_GB_01
9fb706a1-ac88-4202-b7ff-02cbdf99974e,2023-10-31,0.3,Entertainment,Cancelled,1098434,1922815,10,PAY_GB_01
e9cb9236-fa20-4118-8042-1159f9678425,2023-11-10,0.63,Education,Failed,1565123,1363289,10,PAY_IT_02
24d1fe76-f198-4d6a-a0a0-83c7947ffadb,2023-11-11,0.51,Utilities,Completed,1915211,1326486,2,PAY_IT_02
